loss,accuracy,val_loss,val_accuracy
3.1366560459136963,0.37973737716674805,0.6314581632614136,0.848437488079071
0.9638499617576599,0.7567795515060425,0.319362610578537,0.9144531488418579
0.643979012966156,0.8316513299942017,0.29168349504470825,0.91796875
0.5073726773262024,0.8653827905654907,0.21011380851268768,0.944531261920929
0.4350612759590149,0.8822544813156128,0.21141071617603302,0.943359375
0.3757520616054535,0.898758053779602,0.19244703650474548,0.9488281011581421
0.3413873612880707,0.9080190658569336,0.17899535596370697,0.953906238079071
0.30801838636398315,0.9170307517051697,0.21277837455272675,0.9429687261581421
0.2770012319087982,0.9239765405654907,0.21637602150440216,0.9468749761581421
0.2564411163330078,0.9289038777351379,0.20190171897411346,0.947265625
0.2418484389781952,0.931800901889801,0.17741571366786957,0.9546874761581421
0.22097212076187134,0.9384735822677612,0.17805059254169464,0.9566406011581421
0.21802349388599396,0.9402545690536499,0.21427658200263977,0.953125
0.19783227145671844,0.9442439079284668,0.19295048713684082,0.952343761920929
0.17976443469524384,0.9497649073600769,0.22218970954418182,0.948046863079071
0.18028423190116882,0.9498005509376526,0.16639716923236847,0.9593750238418579
0.1686079502105713,0.9535168409347534,0.1895248293876648,0.9566406011581421
0.15983587503433228,0.9556421041488647,0.1778593808412552,0.9609375
0.15149666368961334,0.9574705362319946,0.1990019828081131,0.9566406011581421
0.1445590704679489,0.9587528705596924,0.20384936034679413,0.953906238079071
0.13796304166316986,0.9618754982948303,0.19025501608848572,0.9609375
0.1364130675792694,0.9623978734016418,0.18741106986999512,0.9609375
0.12908793985843658,0.9633358716964722,0.19649913907051086,0.960156261920929
0.11849819123744965,0.9666009545326233,0.1802244782447815,0.962109386920929
0.1250249743461609,0.9649031162261963,0.16023008525371552,0.966015636920929
0.11461950093507767,0.9680851101875305,0.19278211891651154,0.958984375
0.113770492374897,0.9683225750923157,0.18309108912944794,0.9632812738418579
0.11284470558166504,0.9685481786727905,0.18643347918987274,0.965624988079071
0.10174045711755753,0.9719319939613342,0.21855607628822327,0.95703125
0.09916301816701889,0.9718014001846313,0.20153236389160156,0.9613281488418579
0.10039643198251724,0.9716708064079285,0.19307470321655273,0.9605468511581421
0.09732028841972351,0.9731311798095703,0.1878381073474884,0.960156261920929
0.0954192504286766,0.9731430411338806,0.17835697531700134,0.965624988079071
0.09345830976963043,0.973534882068634,0.20551860332489014,0.958984375
0.0861692801117897,0.9763725399971008,0.20968882739543915,0.955859363079071
